x,y,group
-5.415595836845037,24.078871187633283,A
10.825556082785484,23.500247260265102,A
-3.6599083391395535,23.06175143523598,A
-10.707810574259417,23.295502392286384,A
12.304582507051549,22.424935454195065,A
13.120692149611394,21.969802411594674,A
12.38688029190104,21.51475278209488,A
31.35599781579202,21.132878664573195,A
11.809400798117775,20.589361200665266,A
21.576135486331676,20.23477866554027,A
-16.643136571718703,19.54045591980833,A
12.69913136878002,18.98431297727129,A
29.84654727334167,18.128678268486297,A
40.55355928873198,17.747558792353704,A
40.033716081816394,16.893948904761146,A
6.536847210253425,16.508307781270798,A
6.005006953121349,15.981291935141455,A
30.04569456191244,15.619174088123572,A
26.804322359689074,15.656340598862819,A
11.69533310280274,15.132459661228836,A
0.7656374163657667,39.321872421420956,B
23.835177452348017,38.8030697943317,B
25.2745941874039,38.69757113939413,B
25.054125719667354,37.78860298606258,B
23.768729713507177,37.38284754619984,B
55.8789986983212,37.10283565350073,B
22.119383757364382,36.52650295371048,B
27.228179594405656,36.14383818024963,B
3.954689802592391,35.555780811025905,B
55.93545965144833,35.31457465531909,B
16.34274257756939,34.848519336174455,B
68.4823237440504,34.17496920216111,B
-25.25258163683749,33.1753427305641,B
32.39425569663667,32.90082040820261,B
55.151356886916645,32.47822422309257,B
46.33929185208886,32.207384786334785,B
36.05970845079615,31.039784201716547,B
36.4581113379824,30.90795813304582,B
32.99040649413848,30.605215173427325,B
55.294169988248065,29.32828591649432,B
50.63039103129984,54.20783521512428,C
43.97119301127805,54.37470697591035,C
-3.8405982898593862,53.55205858360223,C
32.77632200288161,53.130060896550525,C
41.32527887744145,52.34655390727303,C
2.915317216521899,52.32328660653993,C
55.60473622097486,52.03810247603701,C
71.06379779836806,50.58669651810301,C
57.177490733961115,50.59988193218179,C
38.40751753747618,49.629731917908806,C
75.66520520622757,49.56978004469658,C
42.52695871233334,49.122054056546844,C
39.110840068592154,48.85034051051798,C
18.164708272169882,48.05111571392616,C
40.62497348954301,47.982014862770846,C
28.39949949506751,47.22972770519183,C
80.21640998380468,46.593296862945444,C
72.3646263258517,45.832728543236634,C
36.35334268199501,45.51225965516351,C
70.49070563315104,44.5307090409449,C
84.4629675235006,69.84900315498656,D
69.0358719397301,69.3305123596657,D
73.80213621885738,68.81269331779743,D
70.55376656616704,67.98231945464714,D
75.50677305166164,67.48008581740889,D
98.72772578079426,66.60143784934482,D
83.77960029155142,67.12604770177607,D
11.234078766167528,65.38777983134703,D
85.99530111879743,65.5189355489706,D
45.183931575165424,65.22102493091943,D
84.04566185631087,64.07955870044776,D
84.37060129016928,63.83412553196505,D
78.14799010386689,63.49713610602316,D
72.26330541236794,62.71108227479998,D
44.75365611230389,62.88355003771931,D
60.45532577707574,61.58532329152556,D
59.7217632421789,61.212124115360844,D
72.51559686104687,60.31628186041663,D
92.67358524776071,60.65701458825886,D
52.88957022361578,60.19253832919904,D
80.10065542405394,83.69939425921338,E
84.93795354424813,83.85125265742018,E
69.1736150969912,83.87466792911738,E
84.07399180012938,83.19048323472491,E
91.20089221794771,82.5524518090194,E
75.44696321467211,82.86898970705106,E
78.86208476364138,81.90522707212072,E
75.71099336947822,81.35158141379158,E
101.12364784589124,80.30684176394166,E
65.20574989769925,80.23042612577245,E
76.43326648174079,79.50921104941328,E
98.14188242294782,79.33092713046629,E
90.77737115771313,78.52205415062203,E
124.80978195125553,78.96440146188786,E
85.41907880077731,77.06899231495296,E
98.05351757619717,77.00002371894693,E
117.99410062935863,76.54479838177922,E
109.65128322426028,75.98104936402855,E
88.90665990905308,75.68468786553606,E
114.50570580448246,74.94895952163165,E
91.27924230448389,99.38144968156568,F
92.87088705534914,99.0106150629582,F
83.05362163588165,98.18512567045221,F
114.4126399351203,97.7944230415875,F
99.46313493727267,96.9826026996971,F
100.6319552270708,97.30621380324678,F
151.05041445517952,96.73991165249662,F
93.83297779173557,96.23064940850834,F
133.12205946275552,95.4730653085201,F
93.50122142724999,95.34336739137689,F
85.33739157529749,94.23599566768985,F
66.62852671247954,94.17265527727417,F
92.89066426514631,93.63880406844167,F
73.38894721351365,92.87392237760581,F
126.04193364063862,92.91657339151531,F
145.0663863997339,91.86963284019504,F
89.84503274614862,91.46811707506309,F
127.02364376020995,90.58055570612431,F
116.68964106406477,90.72283327111137,F
92.46880024740982,90.220985051554493,F
