StudyTime,Score,Subject
10.636754017298333,29.67201344589172,A
10.709644989100703,28.683509747709778,A
10.765031242656162,28.406535952357054,A
10.267165939141082,29.439071894993365,A
9.136992296082274,26.987196666192776,A
11.016008284156264,28.40240317765675,A
11.572846511594618,30.483551674282683,A
11.524125181695094,29.3311111824155,A
10.422474508975222,28.448728332138653,A
10.942036527800626,29.445224555999655,A
12.575903821681145,28.994119002571086,A
9.551547419162725,30.142434313206362,A
10.962594893482121,29.986159818115734,A
11.297063381926279,28.81273897712647,A
11.716801737054839,31.38008022156317,A
10.275385890231957,27.747195872758784,A
9.249618992199256,27.44556426272513,A
11.4845419305102,30.999857092871203,A
12.34507456456815,29.652970763620846,A
12.03118249928358,29.428781333535355,A
10.421559100617554,30.358662170735794,A
10.851880468466858,28.94386796652185,A
10.100628745758284,29.763048249428756,A
10.883532318792792,29.277338049506316,A
10.72438023198333,28.336340684598987,A
11.092067967371413,28.168204517115345,A
11.261529094555817,29.751732628293883,A
12.20570236602186,30.489370343331906,A
12.099636562672337,29.119083972156353,A
12.177923423940575,29.213651607913842,A
10.66601779527899,27.869247414209408,A
10.12309189557298,28.983762986180405,A
13.695319717107694,30.58238700685958,A
9.69852752869018,29.24343046354739,A
10.018059215602868,27.955177884759397,A
11.029054900339718,31.785633340374975,A
10.633011837139986,29.15011180118215,A
10.474759199883643,28.606772641576395,A
10.260954510099879,27.29468897308633,A
11.389648956386578,30.74080198813368,A
9.661078367977519,27.75997373905703,A
10.942832700726987,29.185004008639226,A
10.737590592925295,28.135184462901883,A
11.487950291011822,28.427988941039267,A
10.895754631268817,29.498127718090924,A
11.976108506243222,31.863344983635294,A
11.690451889837636,30.090728636946306,A
12.276806967536617,29.259941312831256,A
11.211575996680734,30.422341681070407,A
12.29385765960727,28.40066204273707,A
12.121183462384042,30.07343859315283,A
12.94332125735265,30.118015792321888,A
11.39684372006372,29.583763007345734,A
12.481828861732819,30.246023831654615,A
12.41564283103893,28.244576420190256,A
9.579320315980661,26.603919858086023,A
10.8810878271277,29.633088003880747,A
12.408191506903394,30.43685042574249,A
8.900810385229011,27.853155476171654,A
9.422128147857318,28.289588334245497,A
9.871805369965912,28.2065436867558,A
11.970537040445205,28.401003948932107,A
11.019530815058014,29.929711551956046,A
8.83129895343824,27.381125952412592,A
12.40312653920184,29.212840177583704,A
9.99054079048979,28.05299561452783,A
12.357641842407977,31.23494978087572,A
9.6208779108694,28.98054409933195,A
11.330528658738094,29.32025715086523,A
10.817077821075497,30.21764011615614,A
11.892568081561624,29.380559548090854,A
12.28413744180299,30.341711120393274,A
11.931539300381544,29.83774300404833,A
10.982480492712408,28.530633800823377,A
9.727448430443555,29.556551297575858,A
10.684882354662482,29.023041128004657,A
11.967680625389542,28.83029075712116,A
11.177132710635476,29.16813377638269,A
9.281766334451705,28.09089097178337,A
10.691212730020284,29.089363017275634,A
9.465693820682565,29.349564959377318,A
13.125251849470114,29.59613048293191,A
9.031162166647457,27.968573663078054,A
10.96259643832955,28.524624231984554,A
11.957216932380128,28.535811481573184,A
10.954597687928182,29.591272586737468,A
9.693887135219894,27.946316449737644,A
11.905775740432944,29.149984290560646,A
10.097706084166973,29.057652644497644,A
9.884068910956291,26.49235693350117,A
11.438423478799923,30.156397413367007,A
10.454921947668517,27.09294653611267,A
12.260870865759495,28.39339435963372,A
10.469651779396745,29.858921961203063,A
10.662487730160343,27.513374453376954,A
10.367537239719832,28.750099227078607,A
9.912067589797616,28.35013738281743,A
10.9257187467314,29.628417760121927,A
11.391067911886356,29.78694941090065,A
11.603105973951791,29.15552723273466,A
11.605660131943887,30.797397718778832,A
10.846774524368175,28.505406274722283,A
10.862265645165637,28.633683802614655,A
12.4724984208014,28.3156529409331,A
11.352466792049249,28.990241771678647,A
12.178353227447893,31.09213684940649,A
12.54650422523375,29.43758704680642,A
12.076442487490977,28.061071124144796,A
10.475646796288297,28.455870530391433,A
10.71254324410576,27.999201152159692,A
11.092769416659765,29.611716391998343,A
11.932442337221415,29.648454603047774,A
10.093261723774713,28.038152960240556,A
7.979759207453492,27.76754195859322,A
9.765770473401263,28.29263202115017,A
10.874359910073744,28.251239885223853,A
11.127461455140038,29.275650824356006,A
11.790050726488502,27.852750879165747,A
10.530933968249336,28.269709732652277,A
10.45987373731825,28.4234032889146,A
11.63825040836457,29.97879336001964,A
9.913659862250498,27.73347582540531,A
11.22835016018291,29.71367307042378,A
12.246244454641802,28.71766259054984,A
10.793803722580172,27.988991199470586,A
10.260281196249927,27.694329888918165,A
9.66956994202963,27.522552921712595,A
11.832021393079588,28.62061048222785,A
11.359435201770888,28.562998967321683,A
10.22194640215241,27.061403431971982,A
11.71025978111727,29.474369417077042,A
12.621210673033431,30.608234483025775,A
10.600789358983883,28.245320210783035,A
10.932141646268839,28.729798157783197,A
12.153488044668002,28.75944472691217,A
11.516388571822336,30.011495560838775,A
