predictor,response
0,0.575155040249228
0.301029995663981,1.92786014345488
0.477121254719662,1.42938266918244
0.602059991327962,2.59191102612292
0.698970004336019,2.89261418732062
0.778151250383644,1.26855599396773
0.845098040014257,2.38441703683082
0.903089986991944,3.25205309583696
0.954242509439325,2.69957288877422
1,2.63151129906594
1.04139268515822,3.74682665860574
1.07918124604762,2.84893788215205
1.11394335230684,3.40148883273534
1.14612803567824,3.29125494679377
1.17609125905568,2.44752789074709
1.20411998265592,4.13347390467448
1.23044892137827,2.91494121287029
1.25527250510331,2.59291347551903
1.27875360095283,3.24800110835633
1.30102999566398,4.58208527260166
1.32221929473392,4.53081699024004
1.34242268082221,4.21391385790885
1.36172783601759,4.18394473168268
1.38021124171161,4.96428093445778
1.39794000867204,4.35826648665713
1.41497334797082,4.53343769105334
1.43136376415899,4.27253388918462
1.44715803134222,4.43930011806038
1.46239799789896,3.89461707522006
1.47712125471966,3.67454498899608
1.49136169383427,5.36919006520855
1.50514997831991,5.30942729658104
1.51851393987789,4.94684619654899
1.53147891704226,5.21594661099948
1.54406804435028,3.73283204961263
1.55630250076729,4.69684993947639
1.56820172406699,5.31493135625972
1.57978359661681,4.28672116771338
1.5910646070265,4.54533428907341
1.60205999132796,4.42649771541757
1.61278385671974,4.30235778579262
1.6232492903979,4.89862864993435
1.63346845557959,4.94905666967455
1.64345267648619,4.91069030935891
1.65321251377534,4.52862371453536
1.66275783168157,4.55144728401425
1.67209785793572,4.78939186707957
1.68124123737559,5.30414493522664
1.69019608002851,4.95248874198234
1.69897000433602,6.18396758296888
1.70757017609794,4.60720571662392
1.7160033436348,5.44665371366172
1.72427586960079,6.20630799503524
1.73239375982297,4.89797097269888
1.74036268949424,5.82130613156358
1.7481880270062,5.15724771178485
1.75587485567249,5.04357293839838
1.76342799356294,6.33901231142055
1.77085201164214,6.66594824660394
1.77815125038364,5.66782927809674
1.78532983501077,6.29177633916517
1.79239168949825,5.19347584282953
1.79934054945358,5.81359861181438
1.80617997398389,5.63591718015394
1.81291335664286,6.75755537946856
1.81954393554187,6.06607700914748
1.82607480270083,6.82959409006262
1.83250891270624,6.87432559147468
1.83884909073726,6.87798032761374
1.84509804001426,6.20838360301538
1.85125834871908,6.87677774794391
1.85733249643127,6.66506652776924
1.86332286012046,6.86548225570885
1.86923171973098,5.48456303021737
1.8750612633917,6.4718517682604
1.88081359228079,5.99907668305881
1.88649072517248,6.35581328376152
1.89209460269048,6.85879016596201
1.89762709129044,6.37364405185106
1.90308998699194,5.92885656925759
1.90848501887865,6.23010468775406
1.91381385238372,7.11500443316135
1.91907809237607,6.64996663275532
1.92427928606188,7.42660151271915
1.92941892571429,6.0912373757406
1.93449845124357,6.79035766341809
1.93951925261862,7.9253203333169
1.94448267215017,7.77611701898572
1.94939000664491,7.797339556839
1.95424250943932,6.40867549836339
1.95904139232109,6.3539162396926
